GeneSymbol	D0-DC-n1	D0-DC-n2	D0-DP-n1	D0-DP-n2	D0-DP-n3	D4-DC-n1	D4-DC-n2	D4-DC-n3	D4-DP-n1	D4-DP-n2	D4-DP-n3	D7-DC-n1	D7-DC-n2	D7-DP-n1	D7-DP-n2	D7-DP-n3
Snw1	3938	4002	3120	6766	5654	3510	4143	3748	5401	6126	5421	3778	4927	6384	7069	8915
Snx1	5727	5380	4025	3783	3879	5164	6267	5824	4044	5467	4200	6196	6788	4209	5105	5203
Snx10	2828	3376	352	186	250	3885	4048	3407	408	660	551	4013	3884	78	101	137
Snx11	900	833	434	374	437	550	988	665	402	578	503	790	909	424	525	593
Snx12	2013	1972	2376	1819	1578	1824	2035	2074	1505	1812	1565	1969	2172	1641	1787	2334
Snx13	1782	1964	1211	1336	1432	1085	1784	1880	1243	1383	1256	2161	2403	905	1431	2307
Snx14	813	771	339	449	359	971	1374	1280	539	571	598	1089	1120	226	413	525
Snx15	1030	941	1422	1469	1132	866	1032	986	826	830	679	1033	1028	1204	1508	1809
Snx16	201	210	357	153	279	212	209	281	185	259	142	280	260	230	242	275
Snx17	5563	5460	7349	6103	5628	5363	5963	4768	4583	5411	4895	5743	6756	5945	7240	8595
Snx18	11631	11681	15885	18112	17179	4673	6931	5988	15560	7598	6137	4666	8978	11016	18972	32686
Snx19	1244	1152	711	1076	1124	700	902	1320	976	1145	1187	913	1465	720	1154	1891
Snx2	5639	5338	3207	3309	3052	10921	12081	10707	2997	4029	3664	7702	8138	3019	3378	4139
Snx20	4013	4252	1513	1607	1218	5534	5064	4636	1579	2170	2390	4952	4359	1536	1626	1843
Snx21	240	216	54	70	33	237	133	199	12	16	20	362	328	43	58	49
Snx22	1519	1628	13	0	11	220	388	347	10	5	0	2432	1841	0	14	24
Snx24	225	264	0	1	0	287	452	356	15	0	28	863	828	0	4	2
Snx25	659	620	379	772	918	336	534	579	711	673	647	903	1328	566	965	1368
Snx27	800	752	1116	1644	1216	774	1008	854	1180	1148	952	1034	1334	1414	1596	1918
Snx29	326	351	165	305	217	168	172	298	181	101	155	237	228	246	308	433
Snx3	12672	12770	13130	10929	8789	15362	14640	12021	8258	10544	8002	15884	15692	12117	11250	12454
Snx30	897	1030	474	610	454	855	847	1273	365	548	419	813	999	398	390	508
Snx31	12	27	8	1	9	0	0	0	0	18	4	0	0	0	4	0
Snx32	39	56	7	56	57	76	93	131	20	38	44	72	78	15	112	55
Snx33	247	305	382	457	495	146	324	170	554	176	287	250	287	342	611	923
Snx4	4221	3761	3988	3792	3665	4014	5231	4369	4777	5959	5482	3231	4264	3742	4396	5379
Snx5	8775	8817	5189	3651	3356	8410	9653	8821	4862	6333	5737	8771	9262	3499	4021	4146
Snx6	3356	3256	4086	4132	3181	5328	5875	5294	3517	4658	3558	4725	5465	4337	4919	5286
Snx7	211	175	26	4	4	226	278	234	16	8	20	268	321	0	6	8
Snx8	1561	1372	105	58	59	1608	3131	2397	177	145	139	2157	1876	27	29	44
Snx9	2603	2383	109	68	77	3141	4048	3755	229	338	353	2596	2731	17	25	10
Soat1	5340	5799	5207	5191	4971	4107	5769	4283	3355	1694	1948	8257	9787	3229	4922	7232
Soat2	15	49	6	10	0	96	22	118	74	92	57	13	35	0	12	19
Sobp	0	0	0	0	0	12	1	0	2	1	1	0	0	1	0	3
Socs1	2432	2286	4846	5213	4667	1669	1307	1373	2514	2722	2220	1725	3322	6362	6389	9512
Socs2	647	414	25	41	13	1130	792	768	225	345	433	292	324	59	36	63
Socs3	6769	5939	1080	836	721	17936	19859	21241	2735	3773	5137	7302	8224	1062	1225	1890
Socs4	801	853	1236	1013	1234	559	892	755	1046	795	827	552	713	721	1024	1376
Socs5	470	470	156	220	256	180	127	452	210	409	253	313	412	107	111	290
Socs6	980	1083	722	793	735	1462	2514	2474	863	910	694	1143	1462	775	983	1301
Socs7	194	196	205	235	280	108	134	155	203	98	125	244	231	313	326	362
Sod1	2651	2706	2347	1443	1166	2189	1938	1423	1461	1682	1345	3253	2783	1738	1517	1729
Sod2	2815	2895	3906	2272	2426	6253	7157	5184	3123	4610	3299	3279	3486	2634	2743	3335
Sod3	44	2	0	0	4	119	84	46	0	26	73	103	198	13	8	0
Soga1	441	458	0	8	26	390	581	479	18	0	8	517	673	5	9	8
Soga3	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0
Sohlh1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Son	6832	6101	3469	8963	7200	3996	4086	4518	5611	5309	5191	4728	6926	5762	8095	12843
Sorbs1	122	193	304	671	468	142	185	166	361	435	376	94	176	540	571	735
Sorbs2	0	2	0	0	0	0	0	0	0	13	0	11	11	0	0	0
Sorbs3	236	175	17	0	0	664	1079	1115	61	44	99	839	1060	2	2	22
Sorcs1	0	2	0	0	0	1	0	0	1	0	1	0	4	1	0	0
Sorcs2	31	23	15	36	54	101	457	189	232	87	121	38	25	4	36	28
Sorcs3	4	1	0	0	0	0	0	0	0	0	0	2	8	0	0	0
Sord	1022	1188	2656	2595	2224	1613	2044	1635	1977	2359	1351	1504	1866	2319	3027	3081
Sorl1	5531	6009	134	137	359	1481	4158	3368	1502	2160	3425	1686	2236	28	113	128
Sort1	1765	2269	327	308	593	374	739	810	485	178	254	596	896	346	216	410
Sos1	701	751	562	837	678	748	620	597	839	942	925	501	814	619	838	1070
Sos2	710	641	66	294	362	396	1046	862	560	427	394	524	573	221	299	522
Sostdc1	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Sowaha	0	24	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Sowahb	11	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0
Sowahc	1934	2178	97	32	59	1559	1671	1962	35	101	96	2231	2358	28	16	34
Sowahd	0	0	0	0	0	0	0	22	4	0	0	4	0	0	0	0
Sox1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sox10	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Sox11	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2
Sox12	79	84	62	84	116	36	54	34	71	48	44	85	85	20	54	70
Sox13	13	18	26	18	34	14	93	122	144	303	177	44	155	34	38	111
Sox15	0	0	2	2	10	0	14	0	0	0	5	0	0	0	0	2
Sox17	0	0	0	0	0	0	0	0	0	0	0	1	25	0	0	0
Sox18	0	0	0	0	2	0	0	12	0	0	0	6	14	4	0	0
Sox2	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0
Sox21	0	0	0	16	0	0	0	0	0	0	0	0	2	1	0	14
Sox2ot	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox30	4	2	0	0	0	0	0	0	0	0	1	4	6	3	4	0
Sox4	5585	4233	8198	20390	16546	1282	1630	1233	10305	6313	4434	3403	7061	16413	23705	28638
Sox5	18	9	2	0	2	85	52	60	40	49	17	8	0	0	0	0
Sox5os3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1
Sox6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	7	0
Sox7	0	6	0	0	0	1	74	70	0	0	15	22	97	0	2	0
Sox8	27	63	23	23	34	0	0	11	40	22	4	5	4	36	29	10
Sox9	44	9	0	20	1	14	28	8	3	0	14	17	12	0	0	6
Sp1	1147	1207	1675	2009	1943	848	929	948	1465	1010	1280	1071	1318	1769	1787	2627
Sp100	7854	7421	2255	4574	4021	5453	5836	6185	4918	7165	8585	5941	6559	4460	5764	7191
Sp110	3510	3675	1716	3162	2397	3146	2831	2912	2788	3849	3760	3513	3628	2972	3728	4562
Sp140	2417	2581	369	653	577	1214	1511	1346	594	497	549	2310	1830	580	790	990
Sp2	1508	1506	701	2117	2129	1014	1354	1156	1608	1756	1427	1168	1786	1662	2265	2852
Sp3	3589	3404	6041	5756	6361	2642	2954	3044	5521	5992	5382	2196	3526	5907	6812	8659
Sp3os	110	89	343	158	146	144	160	165	117	132	79	109	126	186	190	219
Sp4	413	420	613	749	975	185	349	310	872	631	547	177	390	666	987	1502
Sp5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Sp6	56	36	26	34	6	2	22	32	38	37	31	12	4	0	17	30
Sp7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sp8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Sp9	1	5	9	5	1	0	0	8	4	0	7	1	1	2	0	3
Spa17	33	26	12	27	9	4	37	34	4	9	6	14	23	10	15	12
Spaca1	20	23	80	97	50	41	46	50	58	49	110	10	17	21	51	78
Spaca4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Spaca5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Spaca6	2	9	15	8	3	11	11	12	1	0	7	5	6	9	5	9
Spag1	8	11	9	13	13	1	0	36	2	21	43	11	26	7	29	51
Spag11b	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spag16	1	2	0	6	4	0	0	0	1	10	10	8	4	14	6	16
Spag17	0	0	0	0	0	0	0	0	1	2	0	0	4	0	0	2
Spag4	22	14	35	50	37	18	2	6	50	33	11	15	12	24	20	58
Spag5	594	602	419	1692	2099	294	662	348	2020	1816	1368	860	1239	2171	2566	2720
Spag6	18	9	2	20	16	1	0	22	15	10	7	0	20	10	49	21
Spag6l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Spag7	2576	2501	2886	2132	2186	2452	2300	2068	2057	2692	2121	2957	2871	2990	2830	2842
Spag9	2186	2374	720	1399	1092	1112	1883	1671	1210	891	1075	1773	2325	870	1199	1592
Sparc	0	16	103	22	32	238	84	293	28	330	587	306	642	153	104	50
Sparcl1	2	6	0	10	0	164	0	188	0	0	13	242	918	7	18	8
Spast	1001	1060	998	1294	1361	996	1268	932	1571	1419	965	1088	1248	1387	1450	2198
Spata1	19	52	43	56	37	60	21	75	31	25	34	23	33	82	61	55
Spata13	3093	3460	3112	4643	5168	1169	2096	2259	5942	4717	5764	1289	3228	3245	5317	8770
Spata17	0	0	0	0	3	0	0	0	0	0	0	1	3	1	0	0
Spata18	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Spata19	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Spata2	2631	2748	2230	3451	3168	1090	2588	2053	3059	2508	2229	2049	2983	2056	4082	5523
Spata20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata21	0	2	3	7	2	0	0	0	14	1	4	4	5	5	2	5
Spata24	40	44	315	88	153	122	76	93	179	219	180	75	59	224	129	132
Spata2l	551	683	1110	1700	1419	458	296	304	1079	471	472	404	754	1062	1895	2631
Spata3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Spata31d1b	15	30	0	0	0	10	0	0	0	0	0	0	0	0	0	0
Spata31d1d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Spata32	14	8	0	2	15	0	0	5	2	0	2	4	8	12	4	8
Spata33	3	2	0	0	0	0	4	0	0	2	1	0	3	0	0	1
Spata45	0	1	0	4	0	0	0	2	0	0	1	0	0	0	0	0
Spata5	1195	1336	1163	724	887	970	1069	1086	890	1976	1726	1132	1309	626	804	947
Spata5l1	235	205	499	361	243	233	343	180	332	425	349	284	239	284	377	543
Spata6	1531	1427	3034	3293	3200	1874	1966	2235	2693	2193	1755	1433	1832	2308	3069	4156
Spata7	47	47	80	59	82	60	22	137	78	184	67	66	130	94	191	145
Spata9	1	0	2	0	0	7	0	0	1	0	0	0	5	1	5	0
Spatc1	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spatc1l	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spats1	12	8	0	9	8	14	0	0	11	17	10	5	6	19	27	17
Spats2	161	138	457	557	732	313	362	406	1366	1875	1154	238	501	708	715	1064
Spats2l	60	69	154	307	286	8	75	38	141	65	38	135	217	207	395	521
Spc24	1421	1481	7931	5437	5547	1672	1385	1181	4528	4696	3232	2092	2106	7701	6154	6058
Spc25	1218	1324	9215	5766	6002	1354	1240	1113	4623	4401	3116	1941	2155	9716	8063	7848
Spcs1	4702	4511	8985	6506	5462	7126	5395	4778	4321	5628	4438	6220	5989	7210	7230	8713
Spcs2	13783	14117	24748	15546	13458	13547	12544	11181	12825	17174	14078	13157	14342	16028	16227	19107
Spcs3	14932	15811	11155	4825	5945	11032	13507	11312	7669	10299	8427	11189	13542	3836	5294	6937
Spdef	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Spdl1	213	261	668	1012	935	247	121	227	849	818	542	247	516	1442	1374	1358
Spdya	12	0	0	0	5	3	3	0	1	0	2	3	0	2	4	0
Spdye4b	0	0	0	0	3	1	7	0	0	0	0	0	1	0	0	2
Specc1	748	440	19	10	17	247	612	752	38	44	24	500	515	0	0	4
Specc1l	2242	2482	185	1583	1458	922	2761	2052	2014	1502	1807	1719	2919	1282	1604	2179
Speer1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Speer9-ps1	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0
Spef1	16	13	60	173	69	17	24	25	32	35	20	30	48	146	96	126
Spef2	53	34	39	2	32	11	19	77	42	67	45	10	22	14	32	39
Speg	55	10	0	8	2	93	62	57	10	0	9	194	188	0	0	0
Spem1	0	0	0	0	0	0	0	1	0	4	1	0	0	0	0	0
Spen	1111	1134	156	1994	1777	564	982	738	1357	892	931	943	1546	1208	2166	2533
Spesp1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Spg11	890	921	601	650	619	502	413	613	1164	708	1065	673	1036	505	828	1134
Spg20	1064	1038	638	626	850	498	744	799	810	1013	694	910	1168	677	755	1250
Spg21	5660	5769	7075	4643	4293	8773	7756	7205	3805	4947	4094	7270	7757	4894	5630	6107
Spg7	2113	1961	2392	2516	2510	1906	1661	2203	2418	2610	1913	1986	2601	2137	2898	3394
Sphk1	106	72	7	0	0	751	659	853	13	4	14	154	170	2	4	5
Sphk2	1573	1632	1170	1787	1722	1535	1510	1514	1171	1143	1048	1656	1905	1217	1760	2230
Spi1	12034	11646	192	88	88	12077	14621	11650	217	214	325	16198	13347	67	92	116
Spib	5820	6552	336	244	130	310	974	450	341	130	173	529	496	64	73	118
Spic	1084	599	24	39	13	644	859	809	20	44	41	3493	3760	0	6	8
Spice1	246	231	228	763	519	261	282	315	519	389	397	353	375	377	522	657
Spidr	942	1002	1308	1058	1315	1070	1041	1395	1153	1352	1132	1012	1057	1234	1121	1762
Spin1	3012	3174	3464	3540	3322	1174	1944	1950	3455	2961	3173	1358	2302	2361	3483	5360
Spin2c	29	36	58	24	34	58	122	78	59	187	116	12	22	0	30	34
Spin2d	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	2
Spin4	2	14	14	43	19	0	0	0	14	9	2	0	4	6	8	14
Spink1	0	1	2	0	0	0	0	0	0	0	6	10	0	0	0	0
Spink10	2	2	9	6	2	2	0	6	1	1	3	0	0	4	5	10
Spink13	0	0	3	0	0	0	4	3	16	5	0	0	1	0	0	0
Spink2	0	6	13	6	4	1607	1123	785	9	7	4	25	38	0	4	8
Spink4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
Spink5	0	2	0	0	0	0	0	0	0	0	8	12	30	0	6	0
Spink8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Spint1	2192	1460	0	18	12	707	1332	482	0	26	26	3299	2958	16	0	41
Spint2	6940	6546	23439	18143	15605	3460	2473	2550	9513	6388	5063	5039	6810	21405	23855	27766
Spire1	434	406	8	2	4	472	561	669	17	17	46	788	1132	0	2	4
Spire2	67	50	44	11	30	0	0	0	10	22	11	82	110	29	14	4
Spn	1246	1329	1115	1528	1494	1057	1073	1035	1446	1829	2172	497	842	1387	1560	2277
Spns1	991	916	1586	1271	1060	978	616	1228	1125	942	765	1245	1478	1196	1252	1455
Spns2	84	67	48	12	5	65	112	37	8	18	22	77	151	0	15	0
Spns3	3277	3425	666	461	484	646	697	453	254	198	199	1058	963	514	748	696
Spo11	49	30	169	294	250	0	0	2	146	54	30	45	162	282	448	534
Spock1	22	20	0	0	0	0	0	0	0	0	6	4	0	0	0	0
Spock2	0	0	10	0	0	0	2	4	28	12	62	0	21	4	0	6
Spock3	41	0	0	0	2	0	0	0	0	0	8	0	6	0	0	0
Spon1	290	250	48	38	67	237	251	421	51	46	78	223	246	73	40	100
Spon2	0	18	0	4	6	20	0	53	0	0	4	4	8	20	6	19
Spop	10551	9943	5671	8416	7136	7163	8741	8193	6678	6510	5721	9566	10083	5806	7456	10191
Spopl	292	316	611	447	476	257	265	292	360	420	438	297	349	380	441	755
Spp1	2186	2655	37	22	12	2240	5621	2600	31	38	32	3825	3444	18	2	36
Sppl2a	4161	4102	3006	2252	2082	3998	5072	3724	2368	2443	2305	4580	4979	2116	2509	3014
Sppl2b	1107	1025	950	1146	1011	953	1166	1142	892	800	723	1119	1380	775	1167	1627
Sppl3	2641	2333	3230	3922	3567	1943	2197	2690	3202	2156	2355	2333	2868	3552	4311	5622
Spr	790	709	975	670	555	850	970	791	595	822	705	935	1014	568	598	922
Spred1	1599	1405	909	664	691	1986	3352	3449	943	723	595	1452	2243	580	819	1293
Spred2	219	171	332	344	377	203	269	166	325	273	246	132	282	284	429	550
Spred3	4	0	0	3	0	6	1	6	0	2	0	0	0	0	3	2
Sprn	0	0	0	0	0	0	0	0	12	15	17	0	4	0	0	0
Sprr1a	10	8	0	0	0	0	0	0	0	4	0	27	7	0	0	0
Sprr2a3	10	0	0	0	0	8	0	0	0	0	4	0	3	0	0	0
Sprr2j-ps	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sprr4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sprtn	66	95	104	108	155	47	65	60	95	127	145	49	94	137	131	199
Spry1	507	487	1707	1733	1851	507	303	370	1033	559	458	467	812	999	1361	1909
Spry2	19	15	17	16	32	199	82	136	14	72	57	8	13	9	7	12
Spry4	36	0	14	0	6	0	2	6	6	0	6	2	48	0	0	0
Spryd3	1282	1265	988	678	704	1468	2157	1837	928	974	1025	1412	1558	704	776	988
Spryd4	472	402	501	506	353	503	695	501	370	735	517	598	583	350	503	534
Spryd7	317	410	435	202	157	675	914	813	250	350	303	443	454	175	193	211
Spsb1	3519	3259	2415	6087	5866	363	903	724	4792	2346	1730	2335	3728	5015	7853	13426
Spsb2	593	685	970	803	649	274	388	411	381	241	148	439	431	770	837	1315
Spsb3	1894	1978	6686	5104	4633	1430	1617	1666	2958	2676	2158	1832	2623	5108	6428	6832
Spsb4	50	33	110	56	116	20	47	78	81	41	28	39	40	82	91	142
Sptan1	2715	2777	237	2758	2049	1520	2513	2498	3000	2801	3068	1667	2524	1486	2368	3633
Sptb	54	11	0	14	4	9	5	21	4	17	48	10	3	0	18	15
Sptbn1	2634	2888	527	3372	3293	2550	3320	3414	5795	4773	6687	1784	3367	2659	3973	5222
Sptbn2	6	9	1	7	9	56	2	4	15	8	1	7	18	6	11	11
Sptbn4	2	11	0	0	0	29	2	10	0	36	27	9	10	0	0	0
Sptlc1	2309	2034	1471	1493	1275	1911	2125	2043	1564	1425	1720	1801	2352	1407	1808	2195
Sptlc2	3042	3011	1693	2484	2289	3846	3929	4420	1954	2377	2297	3771	3767	1898	2722	2963
Sptssa	6256	6467	12864	5293	5200	6545	5531	5061	4634	5481	4645	5649	5566	5370	5586	6991
Sptssb	5	0	0	0	0	22	4	0	0	0	0	8	0	0	0	0
Spty2d1	4626	4880	994	2362	2077	1923	3002	3238	3193	2549	2629	2619	3752	1335	2404	3941
Spx	0	0	5	0	5	0	0	0	0	0	0	2	0	0	0	0
Spz1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sqle	1923	1878	2409	1841	2474	843	911	672	1948	1495	1036	1925	2196	1787	1738	2032
Sqrdl	774	859	2363	2136	1792	2831	3058	2521	1096	487	543	860	1382	1451	2003	2592
Sqstm1	25119	26239	12533	15615	13156	36301	47158	45149	15269	14970	13902	28608	31089	12384	15780	21568
Sra1	3083	3210	5118	3076	2800	4304	4160	3070	2588	3662	3033	3349	3207	3481	3533	4211
Srbd1	532	385	387	553	732	245	408	384	541	734	547	420	528	792	973	926
Src	154	215	9	2	6	62	151	74	19	37	34	289	365	13	2	10
Srcap	820	787	470	1209	958	340	539	627	1104	891	716	547	898	1029	1445	1545
Srcin1	1	0	0	1	2	2	1	0	4	0	0	0	0	0	0	4
Srd5a1	83	110	200	241	216	64	76	137	76	202	106	111	187	284	233	224
Srd5a3	2258	2059	2094	1963	1596	2931	2732	2388	1332	1392	1316	2146	2370	1805	2243	2339
Srebf1	3398	3467	2997	4035	4616	2773	3833	3418	3672	4210	3985	3963	5495	4282	5453	6758
Srebf2	6565	6943	4424	7044	7607	2933	4240	2976	5098	2827	2763	7478	9440	6279	6818	8839
Srek1	772	734	555	1555	1037	635	668	948	1167	1531	1246	858	973	1196	1584	1553
Srek1ip1	231	242	395	611	438	274	188	201	307	235	276	304	457	556	581	874
Srf	2067	1993	1472	2517	2117	950	1521	1363	2016	1566	1390	1932	2386	2203	2457	3312
Srfbp1	786	800	853	1877	1486	445	513	567	1127	1239	810	659	991	1256	1933	2406
Srgap1	8	18	15	11	14	27	3	6	17	2	16	27	23	6	15	14
Srgap2	1697	1194	279	1286	943	1136	1900	2279	1102	783	1000	1924	2498	1167	1215	1462
Srgap3	695	779	17	59	27	198	204	497	64	132	198	559	453	8	31	40
Srgn	39241	43157	17442	12648	10419	56836	55050	44089	14207	16642	15937	29310	23928	12257	14900	16957
Sri	13591	13350	10158	7604	6802	15102	13349	11737	6945	9145	8915	14669	13566	8200	8524	10455
Srl	583	706	365	311	303	124	2	58	367	278	176	107	222	243	364	434
Srm	2219	2132	3048	1916	2281	4604	3714	3277	4995	10294	6471	2826	3184	1404	1692	1653
Srms	0	4	0	2	9	0	0	18	0	0	1	0	11	22	9	5
Srp14	5366	5321	9244	5484	4955	6473	4993	4705	4183	5474	4298	5980	5850	6993	7234	8313
Srp19	3008	3084	6328	4783	4014	3494	2809	2614	3983	5144	3817	3095	3433	5321	5118	6539
Srp54a	27	23	63	45	26	34	29	21	28	23	26	23	39	17	32	71
Srp54b	1	2	4	5	2	5	4	5	2	5	7	2	2	4	5	9
Srp68	3381	3566	1916	4511	4171	2041	2687	2478	4358	5091	4299	3229	3848	4214	5265	6182
Srp72	3405	3384	979	3104	3102	2373	3065	2982	3060	4515	3154	3827	4104	3118	3834	4302
Srp9	2620	2564	6246	3513	3034	3280	2596	2166	2518	3453	2599	2723	2807	3604	3561	4956
Srpk1	1249	1188	1292	1853	1910	1457	1088	1302	2167	3853	3345	1338	1567	1546	1553	1776
Srpk2	977	915	607	1427	1120	888	723	1004	1052	1434	1265	718	966	1112	1287	1688
Srpk3	264	126	18	0	6	48	218	98	23	3	7	12	11	0	4	16
Srpr	5957	6003	3721	3848	3700	4982	5395	5337	4383	4807	4077	5288	6362	3563	4368	6056
Srprb	2898	2785	3716	2673	2447	2564	2812	2888	2760	3496	2927	2694	3043	2455	2784	3462
Srpx	0	0	10	0	0	455	22	76	0	0	56	24	40	0	8	5
Srpx2	0	0	0	0	0	62	0	0	0	14	10	6	24	0	0	0
Srr	272	190	198	218	306	75	222	176	222	232	127	146	322	278	381	505
Srrd	1005	976	1375	881	750	851	797	653	834	907	650	1009	1022	954	1077	1290
Srrm1	3295	3113	672	4548	3617	2561	2510	2618	3355	4264	3189	3600	4123	4055	4251	4875
Srrm2	4559	5257	676	6536	5366	3790	4805	4303	4894	5016	4493	5383	5917	5969	7031	8337
Srrm3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Srrm4	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Srrm4os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Srrt	2972	2829	2874	4893	5200	2387	2498	2032	4966	6728	5104	3456	4094	4805	5477	6447
Srsf1	5511	5507	18158	8789	9922	4691	5139	4585	13860	17002	11946	4924	6361	8076	9100	10715
Srsf10	2599	2805	5775	4214	3811	2491	2388	2571	4090	5507	4174	2503	2928	3663	3857	4558
Srsf11	2962	3063	3421	6621	5711	3479	3025	3342	4937	6828	5718	3092	3899	5809	6757	6972
Srsf12	69	39	124	60	69	16	12	14	85	106	106	1	16	0	20	20
Srsf2	11805	11853	30953	17803	17733	11281	11427	9696	20543	29206	20889	13856	15957	18910	19972	20785
Srsf3	13762	14414	39748	24492	23371	9838	9025	8992	19027	23104	17224	13928	14826	24560	26364	27629
Srsf4	642	522	280	1141	1107	382	533	469	906	983	809	619	709	1127	1273	1541
Srsf5	7607	6603	5866	10386	7504	6069	6667	5240	7042	5900	4621	6924	7558	6599	8837	13377
Srsf6	5529	5770	10543	8283	8217	4616	5511	4852	8344	12307	8594	5681	6610	7841	8617	9738
Srsf7	8767	8993	30313	13519	13935	8971	7618	6562	13923	20253	13807	10901	10748	15605	15408	15348
Srsf9	5347	5034	5062	4343	3849	5403	5443	4329	3609	4578	3007	6295	6191	4661	4563	5429
Srxn1	1127	1074	48	0	7	2816	4890	4485	90	42	171	1531	1860	0	24	10
Ss18	2895	3030	4536	4615	4856	2333	3546	3762	5119	6125	5617	2890	3614	3945	5468	7070
Ss18l1	148	104	185	170	131	68	48	126	128	202	80	61	146	82	228	272
Ssb	3812	3507	3741	5911	5408	4748	4794	4426	6298	9417	6499	4518	4594	5838	5909	6458
Ssbp1	1238	1128	2470	1446	1319	1882	1194	1075	1693	2719	1939	1663	1630	1647	1413	1660
Ssbp2	1836	1777	9284	13128	10635	980	1026	689	6114	1838	1375	1533	3096	10756	13333	16860
Ssbp3	1431	1458	1799	3271	2791	1864	1624	1344	2863	4224	2701	1478	1860	3211	3529	3972
Ssbp4	1489	1396	1884	1672	1441	3229	2844	2852	1775	2408	1871	1720	1972	1879	1942	2364
Ssc4d	77	104	164	114	62	48	77	87	55	39	56	92	35	94	59	83
Ssc5d	0	0	8	0	0	14	0	26	0	0	4	7	12	1	7	9
Ssfa2	3063	3405	78	391	418	1071	2559	2421	470	305	520	2824	3208	233	307	449
Ssh1	545	386	50	83	20	405	1006	669	263	209	370	313	448	53	5	44
Ssh2	3673	4192	1259	2526	2294	2294	4065	5092	4829	4708	7559	1580	2659	1323	1899	3177
Ssh3	65	53	6	8	5	67	99	90	10	8	20	94	109	0	4	12
Ssmem1	0	6	0	0	2	0	0	0	0	2	0	0	0	5	0	0
Ssna1	1911	1822	6297	4164	3981	2871	2262	2160	3373	3927	2739	2264	2352	5385	4966	5329
Sspn	0	0	1	1	0	8	0	4	4	19	22	2	17	0	0	0
Sspo	55	94	9	5	6	71	3	78	0	2	13	16	18	3	3	2
Ssr1	9626	10037	6270	4824	4784	7093	8416	6790	6432	7892	6781	8712	9217	4599	5608	6153
Ssr2	8409	8607	10636	7128	6454	7432	6599	5677	6020	8272	6247	7928	7852	8156	8607	9120
Ssr3	7549	8059	8647	4908	5147	7753	11035	8410	5907	5584	4803	7471	8144	4232	5405	7734
Ssr4	3750	3724	4249	1996	1821	6204	4358	4089	2035	3173	2602	4004	3722	2341	2214	2662
Ssrp1	9004	9179	8583	14938	13894	7321	8864	9680	16564	22071	18585	9441	11767	13021	14902	16024
Sssca1	553	543	1246	842	730	925	599	505	848	1403	933	678	744	968	955	1019
Sst	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Sstr2	29	112	153	263	175	115	85	92	82	254	125	26	49	119	146	283
Sstr4	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Sstr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ssu2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
